"2017-Oct-08,17:14:36",degrees C,degrees C,raw signal,Volts,gal/min,L/min,raw signal,Volts,gal/min,L/min,raw signal,Volts,gal/min,L/min,raw signal,Volts,psi,bar,raw signal,Volts,psi,bar,raw signal,Volts,psi,bar,L/m2/hr,bar,%,L/min
Time(s),T1,T2,F1,F1,F1,F1,F2,F2,F2,F2,F3,F3,F3,F3,P1,P1,P1,P1,P2,P2,P2,P2,P3,P3,P3,P3,Jp,TMP,Recovery,Total Flow Rate
3.7643039226531982,22.5,21.125,0.5233333110809326,0.9419999599456788,1.219185916566849,4.615118560431316,0.9755555391311646,1.7559999704360962,2.914747938418389,11.033515993568354,0.19055555760860443,0.343000003695488,-0.19156094873249518,-0.7251367309414746,0.3816666603088379,0.6869999885559083,26.970206176471713,1.8595309873729011,0.21944443881511688,0.3949999898672104,3.3357842858105933,0.22999432062435446,0.3377777636051178,0.6079999744892121,23.034206167662145,1.5881532331655024,16999.471650218857,21.666421886256334,29.492148624888987,4.133933854985238
10.972582817077637,22.5,21.125,0.49666666984558105,0.894000005722046,1.1192020119190218,4.236638487938385,0.9755555391311646,1.7559999704360962,2.914747938418389,11.033515993568354,0.1922222226858139,0.346000000834465,-0.14994198842346673,-0.5675919023980752,0.39500001072883606,0.7110000193119049,28.69727238970399,1.9786080578163547,0.2133333384990692,0.3840000092983246,2.560472655373818,0.17653844445365185,0.3499999940395355,0.629999989271164,24.614379229390618,1.6971023733563326,15605.366346472321,24.095353154173484,27.744568616311383,4.03394995033741
18.180924892425537,22.5,21.125,0.4716666638851166,0.8489999949932099,1.0254669895708561,3.881812996991415,0.9777777791023254,1.7600000023841857,2.9230800049662595,11.065056281599329,0.189444437623024,0.3409999877214432,-0.2193071703404188,-0.8301675556783248,0.39944443106651306,0.7189999759197235,29.272957267159228,2.0183001484731875,0.21722222864627838,0.3910000115633011,3.0538538150161543,0.2105558912962078,0.3611111044883728,0.6499999880790711,26.050899143767356,1.7961469738048141,14298.391066174368,24.608074390447136,25.970742933783182,3.9485469945371157
25.38824987411499,22.5,21.125,0.4605555534362793,0.8289999961853027,0.9838069920539857,3.724112825791078,0.9783333539962769,1.7610000371932983,2.925163077473641,11.072941565099494,0.189444437623024,0.3409999877214432,-0.2193071703404188,-0.8301675556783248,0.4027777910232544,0.7250000238418579,29.70472671568394,2.04806961570229,0.22166666388511658,0.39899999499320987,3.6177166471064126,0.2494328802980341,0.35944443941116333,0.646999990940094,25.83542134926319,1.7812902970204587,13717.513336934788,24.152357385367154,25.1679336130827,3.9089700695276264
32.59750580787659,22.5,21.125,0.4533333480358124,0.8160000264644623,0.9567280551254752,3.6216079471525253,0.9766666889190674,1.7580000400543214,2.918914083433152,11.049286560568689,0.189444437623024,0.3409999877214432,-0.2193071703404188,-0.8301675556783248,0.4055555462837219,0.7299999833106995,30.064528799021247,2.0728771058233972,0.21555554866790771,0.3879999876022339,2.842403126168257,0.1959768737817985,0.3605555593967438,0.6490000069141388,25.97907449661493,1.7911948367628077,13339.94366984863,25.17939852164983,24.685665521257018,3.8756421385586273
39.80260992050171,22.5,21.125,0.4516666531562805,0.812999975681305,0.9504789493441584,3.597952519636871,0.9755555391311646,1.7559999704360962,2.914747938418389,11.033515993568354,0.1922222226858139,0.346000000834465,-0.14994198842346673,-0.5675919023980752,0.40666666626930237,0.7319999992847442,30.20845194852948,2.082800261566431,0.21722222864627838,0.3910000115633011,3.0538538150161543,0.2105558912962078,0.3677777647972107,0.6619999766349792,26.91281032178401,1.8555736809422352,13252.810530328898,25.506777320140593,24.590508576699865,3.8652268877625473
47.011210918426514,22.5,21.125,0.4516666531562805,0.812999975681305,0.9504789493441584,3.597952519636871,0.9777777791023254,1.7600000023841857,2.9230800049662595,11.065056281599329,0.19499999284744263,0.35099998712539676,-0.08057717860937075,-0.30501765767969813,0.40166667103767395,0.7230000078678132,29.5608035661757,2.038146459959256,0.21722222864627838,0.3910000115633011,3.0538538150161543,0.2105558912962078,0.3627777695655823,0.6529999852180481,26.266376938271524,1.8110036505891696,13252.810530328898,24.85973643720746,24.53761413096565,3.873558954310418
54.220380783081055,22.5,21.125,0.45277777314186096,0.8149999916553498,0.9546449826180937,3.6137226636523585,0.9755555391311646,1.7559999704360962,2.914747938418389,11.033515993568354,0.18833333253860474,0.33899999856948854,-0.24705301984548633,-0.9351969718533024,0.4027777910232544,0.7250000238418579,29.70472671568394,2.04806961570229,0.20722222328186035,0.37300000190734867,1.7851591344356592,0.12308243793741605,0.36222222447395325,0.6520000040531159,26.1945522911191,1.806051513547163,13310.898770663527,26.16448036896586,24.671699207078092,3.8693929210364826
61.42502999305725,22.5,21.125,0.45222222805023193,0.8140000104904175,0.9525620218515397,3.605837803137037,0.977222204208374,1.7589999675750734,2.9209969324588783,11.057170998099163,0.18777777254581451,0.33799999058246616,-0.26092613064944725,-0.9877123842217241,0.40444445610046387,0.7280000209808349,29.920609509801864,2.062954216238015,0.20999999344348907,0.37799998819828035,2.1375731681793972,0.1473805397703658,0.3616666793823242,0.6510000228881836,26.122727643966673,1.8010993765051566,13281.855429513997,25.88409540870487,24.59139083946426,3.873558954310418
